"Nazwa";"Marka";"Kategorie (x,y,z...)";"Cena zawiera podatek. (brutto)";"Podsumowanie";"Opis";"Adresy URL zdjęcia (x,y,z...)";"Ilość"
"G502 X LIGHTSPEED biała";"Logitech";"Myszki bezprzewodowe";648.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 13<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 140 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 13<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 140 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_8_31_7_52_17_332_00.jpg";100
"G502 X PLUS biała";"Logitech";"Myszki bezprzewodowe";698.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 13<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 120 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 13<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 120 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_8_31_7_47_48_356_00.jpg";100
"Aerox 5 Wireless";"SteelSeries";"Myszki bezprzewodowe";529;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 180 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 180 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_4_12_14_19_24_943_00.jpg";100
"Legion M600 Wireless Gaming";"Lenovo";"Myszki bezprzewodowe";249;"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 200 godzin - tryb bluetooth<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 200 godzin - tryb bluetooth<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2021_3_15_13_9_21_510_00.jpg";100
"Model O Pro Wireless (Golden Panda)";"Glorious PC Gaming Race";"Myszki bezprzewodowe";589;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_10_29_8_12_58_283_00.jpg";100
"G PRO X SUPERLIGHT Czerwona";"Logitech";"Myszki bezprzewodowe";599;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 24500 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 24500 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_10_26_14_18_16_779_00.jpg";100
"Legion M600 Wireless Gaming Mouse (Stingray)";"Lenovo";"Myszki bezprzewodowe";349;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 200 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 9<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 200 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_8_29_15_10_39_172_06.jpg";100
"Basilisk V3 Pro";"Razer";"Myszki bezprzewodowe";859;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB-C<br/>Czas pracy na baterii: Do 90 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB-C<br/>Czas pracy na baterii: Do 90 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_8_25_10_13_14_480_00.jpg";100
"Viper V2 Pro White";"Razer";"Myszki bezprzewodowe";659;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 30000 dpi<br/>Interfejs: USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_5_19_13_52_21_195_00.jpg";100
" TUF GAMING M4 WIRELESS";"ASUS";"Myszki bezprzewodowe";199;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 232 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 232 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_1_18_15_9_11_652_03.jpg";100
"ROG GLADIUS III WIRELESS";"ASUS";"Myszki bezprzewodowe";369;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 26000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Długość przewodu: 2 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 26000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Długość przewodu: 2 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_1_18_13_51_51_414_00.jpg";100
"Pro Click Mini";"Razer";"Myszki bezprzewodowe";399;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 465 godzin - Tryb 2.4 GHz, Do 725 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 12000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 465 godzin - Tryb 2.4 GHz, Do 725 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_1_24_11_56_52_64_00.jpg";100
"Aerox 3 Wireless Snow (2022)";"SteelSeries";"Myszki bezprzewodowe";399;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 200 godzin - tryb bluetooth<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 200 godzin - tryb bluetooth<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_1_17_10_1_24_194_02.jpg";100
"R.A.T. DWS";"Mad Catz";"Myszki bezprzewodowe";599;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 14<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 300 godzin - tryb bluetooth<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 14<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: Do 300 godzin - tryb bluetooth<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2021_5_4_7_40_26_633_04.jpg";100
"Shark 2";"Redragon";"Myszki bezprzewodowe";79.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 10<br/>Rozdzielczość: 7200 dpi<br/>Interfejs: 2,4 GHz<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 10<br/>Rozdzielczość: 7200 dpi<br/>Interfejs: 2,4 GHz<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2021_11_23_11_2_51_991_06.jpg";100
"ROG Chakram";"ASUS";"Myszki bezprzewodowe";849;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_27_12_4_11_710_00.jpg";100
"Dark Core RGB Pro SE";"Corsair";"Myszki bezprzewodowe";439;"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 50 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 18000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 50 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_27_12_5_39_526_00.jpg";100
"Viper Ultimate & Mouse Dock";"Razer";"Myszki bezprzewodowe";649;"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 20000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 20000 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 70 godzin<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2020_4_8_7_45_9_348_00.jpg";100
"Atheris Mercury Edition";"Razer";"Myszki bezprzewodowe";259;"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 7200 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: 350 h<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Multimedialna<br/>Sensor: Optyczny<br/>Liczba przycisków: 5<br/>Rozdzielczość: 7200 dpi<br/>Interfejs: 2,4 GHz, Bluetooth<br/>Czas pracy na baterii: 350 h<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2019_10_24_9_28_8_935_01.jpg";100
"OMEN PHOTON Bezprzewodowa";"HP";"Myszy bezprzewodowe dla graczy";439;"Typ myszy: Dla graczy<br/>Liczba przycisków: 6<br/>Rozdzielczość: 8200 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 50 godzin<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Liczba przycisków: 6<br/>Rozdzielczość: 8200 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 50 godzin<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2019_8_6_13_45_37_41_00.jpg";100
"G703 LIGHTSPEED HERO";"Logitech";"Myszki bezprzewodowe";499;"Typ myszy: Dla graczy, Multimedialna, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: USB<br/>Czas pracy na baterii: Do 60 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy, Multimedialna, Mobilna<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: USB<br/>Czas pracy na baterii: Do 60 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2020_4_22_9_22_20_563_00.jpg";100
"Model O Pro Wireless (Red Fox)";"Glorious PC Gaming Race";"Myszki bezprzewodowe";589;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_10_29_8_13_25_780_00.jpg";100
"Model O Pro Wireless (Blue Lynx)";"Glorious PC Gaming Race";"Myszki bezprzewodowe";589;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_10_29_8_0_2_324_00.jpg";100
"Alienware Tri-Mode Wireless Gaming Mouse - AW720M (Lunar Lig";"Dell";"Myszki bezprzewodowe";649;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 26000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 420 godzin<br/>Długość przewodu: 2 m<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 26000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 420 godzin<br/>Długość przewodu: 2 m<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2022_9_20_10_15_43_920_04.jpg";100
"Alienware Tri-Mode Wireless Gaming Mouse - AW720M (Dark Side";"Dell";"Myszki bezprzewodowe";649;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 26000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 420 godzin<br/>Długość przewodu: 2 m<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 8<br/>Rozdzielczość: 26000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 420 godzin<br/>Długość przewodu: 2 m<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2022_9_20_10_27_31_184_00.jpg";100
"G502 X LIGHTSPEED czarna";"Logitech";"Myszki bezprzewodowe";648.99;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 13<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 140 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 13<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 140 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_8_31_7_54_7_690_00.jpg";100
"Delux M820DC BT+2.4G RGB";"Delux";"Myszki bezprzewodowe";199;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 80 godzin<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_5_30_15_59_3_812_00.jpg";100
"LIX Plus Wireless ";"SPC Gear";"Myszki bezprzewodowe";279;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, USB-C<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_5_10_7_54_7_877_00.jpg";100
"Haste Wireless (czarny)";"HyperX";"Myszki bezprzewodowe";339;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 100 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 16000 dpi<br/>Interfejs: 2,4 GHz, USB<br/>Czas pracy na baterii: Do 100 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_4_21_12_29_10_211_03.jpg";100
"DM6 Holey Trio (RF, Wired, Bluetooth)";"Dream Machines";"Myszki bezprzewodowe";299;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Profil: Praworęczny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 6<br/>Rozdzielczość: 19000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Profil: Praworęczny";"http://127.0.0.1/product_images/pr_2022_3_16_13_2_41_13_00.jpg";100
"PRO League of Legends";"Logitech";"Myszki bezprzewodowe";499;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 60 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Uniwersalny";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 25600 dpi<br/>Interfejs: 2,4 GHz<br/>Czas pracy na baterii: Do 60 godzin<br/>Długość przewodu: 1,8 m<br/>Profil: Uniwersalny";"http://127.0.0.1/product_images/pr_2021_10_26_15_23_24_681_01.jpg";100
"Sabre Pro Wireless";"Corsair";"Myszki bezprzewodowe";329;"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 26000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 90 godzin<br/>Długość przewodu: 1,8 m";"Typ myszy: Dla graczy<br/>Sensor: Optyczny<br/>Liczba przycisków: 7<br/>Rozdzielczość: 26000 dpi<br/>Interfejs: 2,4 GHz, Bluetooth, USB<br/>Czas pracy na baterii: Do 90 godzin<br/>Długość przewodu: 1,8 m";"http://127.0.0.1/product_images/pr_2021_9_22_8_26_9_19_02.jpg";100
