"Nazwa";"Marka";"Kategorie (x,y,z...)";"Cena zawiera podatek. (brutto)";"Podsumowanie";"Opis";"Adresy URL zdjęcia (x,y,z...)";"Ilość"
"Ryzen 5 5600X";"AMD";"Procesory AMD Ryzen 5";849;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 35 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 35 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2020_10_9_12_59_29_839_00.jpg";100
"Core i5-10400F";"Intel";"Procesory Intel Core i5";469;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.9 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.9 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_15_54_11_386_00.jpg";100
"Ryzen 5 5600";"AMD";"Procesory AMD Ryzen 5";679;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 35 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 35 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_4_4_13_1_27_284_00.jpg";100
"Ryzen 7 5800X3D";"AMD";"Procesory AMD Ryzen 7";1679;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 100 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 100 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_4_5_15_32_46_110_00.jpg";100
"Ryzen 5 5500";"AMD";"Procesory AMD Ryzen 5";479;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 19 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 19 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_4_4_13_9_46_828_00.jpg";100
"Core i5-12400F";"Intel";"Procesory Intel Core i5";839;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 2.5 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 18 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 2.5 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 18 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_12_23_9_31_19_942_00.jpg";100
"Core i5-11400F";"Intel";"Procesory Intel Core i5";569;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_3_16_17_21_50_504_00.jpg";100
"Ryzen 9 5900X";"AMD";"Procesory AMD Ryzen 9";1799;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 70 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 70 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2020_10_9_13_56_59_540_00.jpg";100
"Ryzen 5 5600G";"AMD";"Procesory AMD Ryzen 5";619;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.9 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 19 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.9 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 19 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2021_8_4_15_3_7_394_00.jpg";100
"Core i5-12600KF";"Intel";"Procesory Intel Core i5";1349;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_10_26_7_44_49_855_00.jpg";100
"Ryzen 7 5700G";"AMD";"Procesory AMD Ryzen 7";949;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.8 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.8 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2021_8_4_13_57_4_57_00.jpg";100
"Core i5-13600KF";"Intel";"Procesory Intel Core i5";1579;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 14 rdzeni<br/>Cache: 24 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 14 rdzeni<br/>Cache: 24 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_9_27_12_11_20_160_02.jpg";100
"Core i3-12100F";"Intel";"Procesory Intel Core i3";499;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.3 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.3 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_12_23_9_29_13_571_00.jpg";100
"Core i5-13600K";"Intel";"Procesory Intel Core i5";1699;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 14 rdzeni<br/>Cache: 24 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.5 GHz<br/>Liczba rdzeni: 14 rdzeni<br/>Cache: 24 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"http://127.0.0.1/product_images/pr_2022_9_27_12_10_57_851_00.jpg";100
"Ryzen 7 5700X";"AMD";"Procesory AMD Ryzen 7";999;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 36 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 36 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_4_15_16_29_20_759_00.jpg";100
"Ryzen 7 5800X";"AMD";"Procesory AMD Ryzen 7";1199;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.8 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 36 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.8 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 36 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2020_10_9_13_47_7_306_00.jpg";100
"Ryzen 5 3600";"AMD";"Procesory AMD Ryzen 5";539;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 35 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 35 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_6_20_11_38_38_466_00.jpg";100
"Core i3-10100F";"Intel";"Procesory Intel Core i3";369;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 6 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 6 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_16_8_32_905_00.jpg";100
"Ryzen 7 7700X";"AMD";"Procesory AMD Ryzen 7";1899;"Gniazdo procesora: Socket AM5<br/>Taktowanie: 4.5 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 40 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC";"Gniazdo procesora: Socket AM5<br/>Taktowanie: 4.5 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 40 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC";"http://127.0.0.1/product_images/pr_2022_9_14_11_53_7_47_00.jpg";100
"Ryzen 5 4600G";"AMD";"Procesory AMD Ryzen 5";519;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 11 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 11 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_4_4_12_7_15_889_00.jpg";100
"Core i7-12700KF";"Intel";"Procesory Intel Core i7";1899;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_10_26_7_40_0_88_00.jpg";100
"Core i5-12600K";"Intel";"Procesory Intel Core i5";1449;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_10_26_7_31_43_884_00.jpg";100
"Core i7-13700K";"Intel";"Procesory Intel Core i7";2249;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 16 rdzeni<br/>Cache: 30 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 16 rdzeni<br/>Cache: 30 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"http://127.0.0.1/product_images/pr_2022_9_27_11_58_46_663_00.jpg";100
"Core i9-13900K";"Intel";"Procesory Intel Core i9";3299;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.0 GHz<br/>Liczba rdzeni: 24 rdzenie<br/>Cache: 36 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.0 GHz<br/>Liczba rdzeni: 24 rdzenie<br/>Cache: 36 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"http://127.0.0.1/product_images/pr_2022_9_27_12_7_39_600_00.jpg";100
"Core i7-13700KF";"Intel";"Procesory Intel Core i7";2099;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 16 rdzeni<br/>Cache: 30 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.4 GHz<br/>Liczba rdzeni: 16 rdzeni<br/>Cache: 30 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_9_27_11_59_1_676_00.jpg";100
"Ryzen 5 4500";"AMD";"Procesory AMD Ryzen 5";429;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 11 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 11 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_4_4_12_7_15_889_00.jpg";100
"Ryzen 5 7600X";"AMD";"Procesory AMD Ryzen 5";1399;"Gniazdo procesora: Socket AM5<br/>Taktowanie: 4.7 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 38 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"Gniazdo procesora: Socket AM5<br/>Taktowanie: 4.7 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 38 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"http://127.0.0.1/product_images/pr_2022_9_14_11_35_8_627_00.jpg";100
"Core i7-11700KF";"Intel";"Procesory Intel Core i7";1599;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 16 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 8 rdzeni<br/>Cache: 16 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_3_15_10_29_25_924_00.jpg";100
"Core i5-11400";"Intel";"Procesory Intel Core i5";799;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.6 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_3_15_9_54_57_565_00.jpg";100
"Ryzen 9 7900X";"AMD";"Procesory AMD Ryzen 9";2599;"Gniazdo procesora: Socket AM5<br/>Taktowanie: 4.7 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 76 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"Gniazdo procesora: Socket AM5<br/>Taktowanie: 4.7 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 76 MB<br/>Dodatkowe informacje: Obsługa pamięci ECC, Wersja BOX";"http://127.0.0.1/product_images/pr_2022_9_14_11_6_31_100_00.jpg";100
"Core i7-12700K";"Intel";"Procesory Intel Core i7";1999;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_10_26_7_35_16_132_00.jpg";100
"Core i5-10400";"Intel";"Procesory Intel Core i5";699;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.9 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 2.9 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_15_52_43_481_00.jpg";100
"Core i9-13900KF";"Intel";"Procesory Intel Core i9";3149;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.0 GHz<br/>Liczba rdzeni: 24 rdzenie<br/>Cache: 36 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.0 GHz<br/>Liczba rdzeni: 24 rdzenie<br/>Cache: 36 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2022_9_27_11_45_44_663_00.jpg";100
"Core i7-12700F";"Intel";"Procesory Intel Core i7";1689;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 2.1 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 2.1 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_12_23_9_43_8_505_00.jpg";100
"Core i9-10900K";"Intel";"Procesory Intel Core i9";2099;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.7 GHz<br/>Liczba rdzeni: 10 rdzeni<br/>Cache: 20 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_14_49_13_604_01.jpg";100
"Core i7-12700";"Intel";"Procesory Intel Core i7";1699;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 2.1 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 2.1 GHz<br/>Liczba rdzeni: 12 rdzeni<br/>Cache: 25 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_12_23_9_40_42_356_00.jpg";100
"Core i5-11600K";"Intel";"Procesory Intel Core i5";1269;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.9 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 3.9 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_3_15_9_24_32_816_00.jpg";100
"Core i5-12500";"Intel";"Procesory Intel Core i5";1229;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.0 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 18 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.0 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 18 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_12_23_9_30_34_58_00.jpg";100
"Core i5-10600K";"Intel";"Procesory Intel Core i5";1159;"Gniazdo procesora: Socket 1200<br/>Taktowanie: 4.1 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1200<br/>Taktowanie: 4.1 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2020_5_6_15_39_37_609_00.jpg";100
"Core i3-12100";"Intel";"Procesory Intel Core i3";639;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.3 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 3.3 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 12 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_12_23_9_28_17_439_00.jpg";100
"Core i5-12400";"Intel";"Procesory Intel Core i5";979;"Gniazdo procesora: Socket 1700<br/>Taktowanie: 2.5 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 18 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"Gniazdo procesora: Socket 1700<br/>Taktowanie: 2.5 GHz<br/>Liczba rdzeni: 6 rdzeni<br/>Cache: 18 MB<br/>Dodatkowe informacje: Obsługa pamięci Intel® Optane™, Wersja BOX";"http://127.0.0.1/product_images/pr_2021_12_23_9_30_34_58_00.jpg";100
"Ryzen 3 3200G";"AMD";"Procesory AMD Ryzen 3";479;"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 6 MB<br/>Dodatkowe informacje: Wersja BOX";"Gniazdo procesora: Socket AM4<br/>Taktowanie: 3.6 GHz<br/>Liczba rdzeni: 4 rdzenie<br/>Cache: 6 MB<br/>Dodatkowe informacje: Wersja BOX";"http://127.0.0.1/product_images/pr_2019_7_19_10_21_7_743_00.jpg";100
